k core decomposition for the largest connected component
k =	379	number of nodes: 	1
k =	380	number of nodes: 	1
k =	381	number of nodes: 	1
k =	382	number of nodes: 	1
k =	383	number of nodes: 	1
k =	384	number of nodes: 	1
k =	385	number of nodes: 	1
k =	386	number of nodes: 	1
k =	387	number of nodes: 	1
k =	388	number of nodes: 	1
k =	389	number of nodes: 	1
k =	390	number of nodes: 	1
k =	391	number of nodes: 	1
k =	392	number of nodes: 	1
k =	393	number of nodes: 	1
k =	394	number of nodes: 	1
k =	395	number of nodes: 	1
k =	396	number of nodes: 	1
k =	397	number of nodes: 	1
k =	398	number of nodes: 	1
k =	399	number of nodes: 	1
k =	400	number of nodes: 	1
k =	401	number of nodes: 	1
k =	402	number of nodes: 	1
k =	403	number of nodes: 	1
k =	404	number of nodes: 	1
k =	405	number of nodes: 	1
k =	406	number of nodes: 	1
k =	407	number of nodes: 	1
k =	408	number of nodes: 	1
k =	409	number of nodes: 	1
k =	410	number of nodes: 	1
k =	411	number of nodes: 	1
k =	412	number of nodes: 	1
k =	413	number of nodes: 	1
k =	414	number of nodes: 	1
k =	415	number of nodes: 	1
k =	416	number of nodes: 	1
k =	417	number of nodes: 	1
k =	418	number of nodes: 	1
k =	419	number of nodes: 	1
k =	420	number of nodes: 	1
k =	421	number of nodes: 	1
k =	422	number of nodes: 	1
k =	423	number of nodes: 	1
k =	424	number of nodes: 	1
k =	425	number of nodes: 	1
k =	426	number of nodes: 	1
k =	427	number of nodes: 	1
k =	428	number of nodes: 	1
k =	429	number of nodes: 	1
k =	430	number of nodes: 	1
k =	431	number of nodes: 	1
k =	432	number of nodes: 	1
k =	433	number of nodes: 	1
k =	434	number of nodes: 	1
k =	435	number of nodes: 	1
k =	436	number of nodes: 	1
k =	437	number of nodes: 	1
k =	438	number of nodes: 	1
k =	439	number of nodes: 	1
k =	440	number of nodes: 	1
k =	441	number of nodes: 	1
k =	442	number of nodes: 	1
k =	443	number of nodes: 	1
k =	444	number of nodes: 	1
k =	445	number of nodes: 	1
k =	446	number of nodes: 	1
k =	447	number of nodes: 	1
k =	448	number of nodes: 	1
k =	449	number of nodes: 	1
k =	450	number of nodes: 	1
k =	451	number of nodes: 	1
k =	452	number of nodes: 	1
k =	453	number of nodes: 	1
k =	454	number of nodes: 	1
k =	455	number of nodes: 	1
k =	456	number of nodes: 	1
k =	457	number of nodes: 	1
k =	458	number of nodes: 	1
k =	459	number of nodes: 	1
k =	460	number of nodes: 	1
k =	461	number of nodes: 	1
k =	462	number of nodes: 	1
k =	463	number of nodes: 	1
k =	464	number of nodes: 	1
k =	465	number of nodes: 	1
k =	466	number of nodes: 	1
k =	467	number of nodes: 	1
k =	468	number of nodes: 	1
k =	469	number of nodes: 	1
k =	470	number of nodes: 	1
k =	471	number of nodes: 	1
k =	472	number of nodes: 	1
k =	473	number of nodes: 	1
k =	474	number of nodes: 	1
k =	475	number of nodes: 	1
k =	476	number of nodes: 	1
k =	477	number of nodes: 	1
k =	478	number of nodes: 	1
k =	479	number of nodes: 	1
k =	480	number of nodes: 	1
k =	481	number of nodes: 	1
k =	482	number of nodes: 	1
k =	483	number of nodes: 	1
k =	484	number of nodes: 	1
k =	485	number of nodes: 	1
k =	486	number of nodes: 	1
k =	487	number of nodes: 	1
k =	488	number of nodes: 	1
k =	489	number of nodes: 	0
